Variable Name,Description,Prompt,Data Type,Permisible Values,Units,Required,Unique,CDE,"Comments (Optional, Form Collection Name)"
32028-past12mo_tech_o,Other technology used in the past 12 months,"Other technology used in the past 12 months, please specify",Text,,,FALSE,,,Follow-up Survey
31349-healthdevice_use,Health Device Usages,"You said you have used a device to help monitor health information.

Within the last 12 months, How often have you done this?",Categorical,"1, Daily; 2, 4-6 times a week; 3, 2-3 times a week; 4, Once a week; 5, Rarely; 6, Never; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31350-healthdevice_type-1,"Within the last 12 months, participant has ued a: Thermometer","Within the last 12 months, which devices have you used? Thermometer",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-2,"Within the last 12 months, participant has ued a: Blood Pressure Monitor","Within the last 12 months, which devices have you used? Blood Pressure Monitor",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-3,"Within the last 12 months, participant has ued a: CPAP/Breathing device machine","Within the last 12 months, which devices have you used? CPAP/Breathing device machine",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-4,"Within the last 12 months, participant has ued a: Pulse Oximeter","Within the last 12 months, which devices have you used? Pulse Oximeter",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-5,"Within the last 12 months, participant has ued a: Glucose Meter","Within the last 12 months, which devices have you used? Glucose Meter",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-6,"Within the last 12 months, participant has ued a: Other","Within the last 12 months, which devices have you used? Other",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31350-healthdevice_type-999,"Within the last 12 months, participant has ued a: Prefer not answer","Within the last 12 months, which devices have you used? Prefer not answer",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
32029-healthdevice_other,Other health devices used in the past 12 months,"Other health devices used in the past 12 months, please specify:",Text,,,FALSE,,,Follow-up Survey
31353-fitness_use,Fitness Device Usage,You said you have used a device to help measure fitness and health goals. How much has using this technology helped?,Categorical,"1, None at all; 2, A little; 3, A moderate amount; 4, A lot; 5, A great deal; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31355-fitness_use_specify,Other comments related to fitness devices and use,Other comments related to fitness devices?,Text,,,FALSE,,,Follow-up Survey
31356-past12_recommended-1,"In the last 12 months, participant has: Followed a healthy diet (eating a variety of foods that includes vegetables, fruits, whole grains, and a limited amount of processed foods)","Which of the following, if any, have you done in the last 12 months? Followed a healthy diet (eating a variety of foods that includes vegetables, fruits, whole grains, and a limited amount of processed foods)",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31356-past12_recommended-2,"In the last 12 months, participant has: Exercised according to recommendations from your doctor or other health guidelines","Which of the following, if any, have you done in the last 12 months? Exercised according to recommendations from your doctor or other health guidelines",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31356-past12_recommended-3,"In the last 12 months, participant has: Practiced meditation","Which of the following, if any, have you done in the last 12 months? Practiced meditation",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31356-past12_recommended-4,"In the last 12 months, participant has: Followed my doctor's recommendations on health screenings (such as mammograms, blood pressure, colonoscopies, etc.)","Which of the following, if any, have you done in the last 12 months? Followed my doctor's recommendations on health screenings (such as mammograms, blood pressure, colonoscopies, etc.)",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31356-past12_recommended-998,"In the last 12 months, participant has: None of the above","Which of the following, if any, have you done in the last 12 months? None of the above",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31356-past12_recommended-999,"In the last 12 months, participant has: Prefer not to answer","Which of the following, if any, have you done in the last 12 months? Prefer not to answer",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31357-follow_doctor,Likeliness to tell disagreement to doctor,"If you don't agree with something your doctor says to you, how likely are you to tell your doctor that you disagree with him or her?",Categorical,"1, Not at all; 2, Slightly likely; 3, Moderately likely; 4, Very likely; 5, Extremely likely; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31358-trust_measures_family,Trust measures - family,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your close family members",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31359-trust_measures_physician,Trust measures - physician,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your physician",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31360-trust_measures_pharmacy,Trust measures - pharmacy,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your pharmacy",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31361-trust_measures_insurance,Trust measures - insurance,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your health insurance company",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31362-trust_measures_research,Trust measures - research,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A research institution",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31363-trust_measures_govt,Trust measures - government,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A government organization",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31364-trust_measures_tech,Trust measures - technology,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A technology company",Categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
36096-Post_covidvaccine,Vaccination status (COVID),Did you receive the COVID-19 vaccine?,Categorical,"1, Yes; 2, No; 4, Not sure, I participated in a COVID-19 vaccination trial; 3, Prefer not to answer",,TRUE,,,Follow-up Survey
36097-Post_vaccinelikely,Vaccination Likeliness to Receive (COVID),"When a COVID-19 vaccine is available to you, how likely are you to get vaccinated?",Categorical,"14, Very likely; 15, Likely ; 16,  I do not know yet; 17, Unlikely ; 18, Very unlikely",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-1,Factors that might make participant less likely to get the vaccine selected; I will not get/am never sick,What factors might make you less likely to get the vaccine? I will not get/am never sick,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-2,Factors that might make participant less likely to get the vaccine selected; It's just a virus/not fatal/not necessary,What factors might make you less likely to get the vaccine? It's just a virus/not fatal/not necessary,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-3,Factors that might make participant less likely to get the vaccine selected; I never get vaccinated ,What factors might make you less likely to get the vaccine? I never get vaccinated ,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-4,Factors that might make participant less likely to get the vaccine selected; I do not trust the vaccine,What factors might make you less likely to get the vaccine? I do not trust the vaccine,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-5,Factors that might make participant less likely to get the vaccine selected; I do not want to pay for it,What factors might make you less likely to get the vaccine? I do not want to pay for it,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-6,Factors that might make participant less likely to get the vaccine selected; Vaccination location is not convenient,What factors might make you less likely to get the vaccine? Vaccination location is not convenient,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-7,Factors that might make participant less likely to get the vaccine selected; Difficult in making an appointment,What factors might make you less likely to get the vaccine? Difficult in making an appointment,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-8,Factors that might make participant less likely to get the vaccine selected; It depends on the risk/adverse events,What factors might make you less likely to get the vaccine? It depends on the risk/adverse events,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-9,Factors that might make participant less likely to get the vaccine selected; I have not thought about it yet,What factors might make you less likely to get the vaccine? I have not thought about it yet,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-10,Factors that might make participant less likely to get the vaccine selected; I am not in the risk group with underlying conditions,What factors might make you less likely to get the vaccine? I am not in the risk group with underlying conditions,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-11,Factors that might make participant less likely to get the vaccine selected; I need more information first,What factors might make you less likely to get the vaccine? I need more information first,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-12,Factors that might make participant less likely to get the vaccine selected; I have already had COVID-19,What factors might make you less likely to get the vaccine? I have already had COVID-19,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),What factors might make you less likely to get the vaccine? I am going to let others get it first (herd immunity),Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-14,Factors that might make participant less likely to get the vaccine selected; I have had severe allergic reactions to vaccines in the past,What factors might make you less likely to get the vaccine? I have had severe allergic reactions to vaccines in the past,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-15,Factors that might make participant less likely to get the vaccine selected; I am concerned that it will not interact with other medications/treatments that I am currently taking,What factors might make you less likely to get the vaccine? I am concerned that it will not interact with other medications/treatments that I am currently taking,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-16,"Factors that might make participant less likely to get the vaccine selected; I am currently pregnant, planning a pregnancy, or breastfeeding","What factors might make you less likely to get the vaccine? I am currently pregnant, planning a pregnancy, or breastfeeding",Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-17,Factors that might make participant less likely to get the vaccine selected; Do not know yet,What factors might make you less likely to get the vaccine? Do not know yet,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-18,Factors that might make participant less likely to get the vaccine selected; Other,What factors might make you less likely to get the vaccine? Other,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36104-Post_vaccinefactors-19,Factors that might make participant less likely to get the vaccine selected; Prefer not to answer,What factors might make you less likely to get the vaccine? Prefer not to answer,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
36105-Post_vaccineother,Other factors that the participant indicates would make them less likely to receive the vaccine,"Other factors, please specify:",Text,,,TRUE,,,Follow-up Survey
31365-covid_easeofuse_instructions,COVID Test Kit - Ease of Use - Instructions,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Following the kit instructions",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31366-covid_easeofuse_opening,COVID Test Kit - Ease of Use - Opening Kit,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Opening the tube",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31367-covid_easeofuse_settingup,COVID Test Kit - Ease of Use - Setting up Kit,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Setting up the tube",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31368-covid_easeofuse_sample,COVID Test Kit - Ease of Use - Collecting nasal sample,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Collecting a nasal sample with the swab",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31369-covid_easeofuse_swab,COVID Test Kit - Ease of Use - Placing swab in tube,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Putting the swab in the tube",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31370-covid_easeofuse_strip,COVID Test Kit - Ease of Use - Using the test strip,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Opening/using the test strip",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31371-covid_easeofuse_supplies,COVID Test Kit - Ease of Use - Keeping track of kit contents,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Keeping track of all the supplies",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31372-covid_easeofuse_results,COVID Test Kit - Ease of Use - Interpreting results,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Interpreting the results from the test strip",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31373-covid_test2_feedback,"Second kit, instructions ease of use status","If you completed at-home COVID Test #2, did you find it was easier to follow the instructions the second time around?",Categorical,"1, Yes, it was easier the 2nd time; 2, No, it was harder the 2nd time; 7, It was about the same; 3, Not sure; 4, I didn't complete test #2; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31374-covid_interact,Overall ease of use for at-home test kit,"Overall, how easy or difficult would you say it was to use the at-home COVID tests?",Categorical,"1, Extremely easy; 2, Somewhat easy; 3, Neither easy nor difficult; 4, Somewhat difficult; 5, Extremely difficult; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31376-covid_comments,Other comments related to the at-home COVID tests,Other comments related to the at-home covid tests?,Text,,,FALSE,,,Follow-up Survey
31377-athome_again,Likeliness to repeat at-home testing if required,"If you were given the opportunity to use the same at-home COVID Tests again, would you?",Categorical,"1, Yes; 2, Maybe; 3, No; 4, I'm not sure; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31378-covid_studytools,COVID Web Site - Ease of Use - Creating an account,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Registering and creating an account",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31379-covid_studytools,COVID Web Site - Ease of Use - Providing consent,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Providing consent to join the research program",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31380-covid_studytools,COVID Web Site - Ease of Use - Ordering at-home kit,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Ordering the at-home COVID test kit (confirming my address)",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31381-covid_studytools,COVID Web Site - Ease of Use - Completing the symptom survey,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Completing the COVID symptoms survey",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31382-covid_studytools,COVID Web Site - Ease of Use - Entering the results from the at-home kit,"Can you tell us how easy or difficult it was to use COVID-CARE website for this study?

Entering the results from the at-home COVID testing kit",Categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31383-covid_web_interact,Overall ease of use for COVID web site,"Overall, how easy or difficult was it to use the COVID-CARE study website?",Categorical,"1, Extremely easy; 2, Somewhat easy; 3, Neither easy nor difficult; 4, Somewhat difficult; 5, Extremely difficult; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
31385-covid_web_comments,Other comments related to the participant web experience,Other comments related to your web experience?,Text,,,FALSE,,,Follow-up Survey
31386-covid_results-1,"Participant indicates that the results they received as part of their at-home COVID test, included: Positive",What results did you receive as part of your at-home COVID test? Positive,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31386-covid_results-2,"Participant indicates that the results they received as part of their at-home COVID test, included: Negative",What results did you receive as part of your at-home COVID test? Negative,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31386-covid_results-3,"Participant indicates that the results they received as part of their at-home COVID test, included: Invalid",What results did you receive as part of your at-home COVID test? Invalid,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31386-covid_results-4,"Participant indicates that the results they received as part of their at-home COVID test, included: Could not complete 1 or more tests",What results did you receive as part of your at-home COVID test? Could not complete 1 or more tests,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31386-covid_results-5,"Participant indicates that the results they received as part of their at-home COVID test, included: Not sure for 1 or more tests",What results did you receive as part of your at-home COVID test? Not sure for 1 or more tests,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31386-covid_results-999,"Participant indicates that the results they received as part of their at-home COVID test, included: Prefer not to answer",What results did you receive as part of your at-home COVID test? Prefer not to answer,Categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,TRUE,,,Follow-up Survey
31387-covid_agree,Participants overall agreement with test results from at-home kits,Do you feel like these results were accurate?,Categorical,"1, Yes; 2, No; 3, I'm not sure; 999, Prefer not to answer",,TRUE,,,Follow-up Survey
InClinic Test Completed Submission Date_DEID,"Number of days from day of Consent when Participant completed survey forms ""I Completed My In-Clinic COVID Test""",,Integer,De-identified Value in Days,Days,FALSE,,,
32078-inclinic_intro2,Participant in-clinic follow-up status,"Please select below when you have completed your in-person VCU COVID-19 test.

(If your appointment is scheduled soon, please do not complete this survey yet.)",Categorical,"1, I completed my in-person VCU Test; 2, I no longer want to complete the in-person VCU Test  (please note this means you will not receive compensation for this study activity)",,TRUE,,,I Completed My In-Clinic COVID Test
32092-inclinic_date_DEID,Number of days from day of Consent when Participant performed their in-clinic visit,What is the day you completed the in-person clinic test?.,Integer,De-identified Value in Days,Days,TRUE,,,I Completed My In-Clinic COVID Test
32081-inclinic_why,Participant declines to perform in-clinic follow-up,Can you let us know why you no longer plan to complete this in-person test?,Categorical,"1, I forgot to go to my appointment; 2, I am too busy; 3, I don't want to; 4, Other",,TRUE,,,I Completed My In-Clinic COVID Test
32093-inclinic_why_specify,Other reasons unable to complete in-clinic appointment,"Other reasons unable to complete in-clinic appointment, please specify:",Text,,,TRUE,,,I Completed My In-Clinic COVID Test
AtHome2 Completed Submission Date_DEID,"Number of days from day of Consent when Participant completed survey forms ""At-home COVID Kit Instructions and Survey"" related to At-Home Test 2",,Integer,De-identified Value in Days,Days,FALSE,,,
32316-have_allitems_2,"At-home COVID Test Survey #2, Status of Items required",Do you have everything shown here?,Categorical,"1, Yes; 2, No",,TRUE,,,At-home COVID Kit Instructions and Survey
32310-testkit_performing_2,"At-Home COVID Test Survey #2,  test specified",Please confirm which at-home COVID Test you are taking:,Categorical,"1, At-home COVID Test #1; 2, At-home COVID Test #2; 3, I am retaking my COVID Test #1",,TRUE,,,At-home COVID Kit Instructions and Survey
32320-datestart_2_DEID,Number of days from day of Consent when Participant started their second at-home COVID test,What is the day that you completed the first at-home COVID test?,Integer,De-identified Value in Days,Days,TRUE,,,At-home COVID Kit Instructions and Survey
32321-time_picker_2,Participant specified time of day string between 0:0 and 23:59,"Time of second at-home test, please specify:",String,,,TRUE,,,At-home COVID Kit Instructions and Survey
32350-blueline_results_2,"At-Home COVID Test Survey #2, Blue Line Status",Do you see a Blue Line on your Strip?,Categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,TRUE,,,At-home COVID Kit Instructions and Survey
32353-pinkline_results_2,"At-Home COVID Test Survey #2, Pink Line Status","Do you see a Pink Line on your Strip?
Look closely, the Pink Line may be very faint.",Categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,TRUE,,,At-home COVID Kit Instructions and Survey
32356-pinkblue_confirm_2,"At-Home COVID Test Survey #2, Pink and Blue Confirmation Status",Does your test strip look like one of these?,Categorical,"1, Yes; 2, No, I'm not sure; 3, I did not complete the test",,TRUE,,,At-home COVID Kit Instructions and Survey
32359-blue_nopink_confirm_2,"At-Home COVID Test Survey #2, No Pink, but Yes Blue Confirmation Status",Does your test strip look like this?,Categorical,"1, Yes; 2, No",,TRUE,,,At-home COVID Kit Instructions and Survey
32362-noblue_confirm_2,"At-Home COVID Test Survey #2, No Blue Confirmation Status",Does your test strip look one of these?,Categorical,"1, Yes; 2, No",,TRUE,,,At-home COVID Kit Instructions and Survey
32364-unable_select_2,"At-Home COVID Test Survey #2, Unable to complete status",We are sorry to hear that you were unable to complete the COVID Test. Could you please let us know why you were not able to complete the test?,Categorical,"1, It was too painful; 2, I didn't feel comfortable administering to myself; 3, I changed my mind, I no longer want to be in this study; 4, Other; 5, Prefer not to answer",,TRUE,,,At-home COVID Kit Instructions and Survey
32365-unable_other_2,Unable to complete the at-home test 2 for other reasons,"Other reasons why you couldn't complete the second at-home test, please specify:",Text,,,TRUE,,,At-home COVID Kit Instructions and Survey
32366-which_test_2,"At-Home COVID Test Survey #2, Confirmed test type status",Please confirm which test you just attempted to complete:,Categorical,"1, Test #1; 2, Test #2; 3, Retake of Test #1",,TRUE,,,At-home COVID Kit Instructions and Survey
32367-willing_retake_2,"At-Home COVID Test Survey #2, confirming retake status",Would you be willing to try another at-home test in a few days?,Categorical,"1, Yes; 2, No",,TRUE,,,At-home COVID Kit Instructions and Survey
32373-invalid_followup_2,"At-Home COVID Test Survey #2, Invalid Status Follow-up","Based on your response, we are not sure if your test if Positive or Negative. This can happen sometimes. Please answer a few questions to help us determine what your next steps should be. Which at-home COVID Test did you just take?",Categorical,"1, Test #1; 2, Test #2; 3, Retaking test #1",,TRUE,,,At-home COVID Kit Instructions and Survey
32374-test1_invalid_2,"At-Home COVID Test Survey #2, Retake Test 1 Status",Would you like to take another at-home COVID test today?,Categorical,"1, Yes; 2, No",,TRUE,,,At-home COVID Kit Instructions and Survey
